"Lote";"TipoLote";"Secao";"CaminhoRelativo";"CaminhoAbsoluto";"Extensao";"TamanhoBytes";"TamanhoMB";"EstadoGitIgnore";"ModificadoEm"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Idéias de conteúdo.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Idéias de conteúdo.md";".md";"1038";"0,001";"NAO_IGNORADO";"2025-12-17 10:52:09"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\JOBS - Picanha dos depoimentos do Fórum de IA.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\JOBS - Picanha dos depoimentos do Fórum de IA.md";".md";"9441";"0,009";"NAO_IGNORADO";"2025-11-16 19:39:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\José Carlos Cintra.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\José Carlos Cintra.md";".md";"8165";"0,008";"NAO_IGNORADO";"2025-11-11 13:20:17"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\(Ideias) Lovable para a ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\(Ideias) Lovable para a ACIRV.md";".md";"425";"0";"NAO_IGNORADO";"2026-04-02 10:01:09"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\21st.dev com Lovable.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\21st.dev com Lovable.md";".md";"161";"0";"NAO_IGNORADO";"2026-03-08 01:14:04"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\API no Lovable.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\API no Lovable.md";".md";"421";"0";"NAO_IGNORADO";"2026-03-08 00:57:04"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Como copiar qualquer site.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Como copiar qualquer site.md";".md";"482";"0";"NAO_IGNORADO";"2026-03-11 09:54:29"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Dashboard.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Dashboard.md";".md";"934";"0,001";"NAO_IGNORADO";"2026-03-08 00:28:54"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Figma + Lovable.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Lovable\Figma + Lovable.md";".md";"698";"0,001";"NAO_IGNORADO";"2026-03-08 01:37:24"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Melhorando a IA redatora.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Melhorando a IA redatora.md";".md";"545";"0,001";"NAO_IGNORADO";"2026-01-13 17:54:54"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Músicas para flow.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Músicas para flow.md";".md";"4609";"0,004";"NAO_IGNORADO";"2026-03-27 13:24:19"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\MVP SaaS - ACIRV MEET.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\MVP SaaS - ACIRV MEET.md";".md";"18966";"0,018";"NAO_IGNORADO";"2026-04-03 21:09:10"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\MVP SaaS ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\MVP SaaS ACIRV.md";".md";"23692";"0,023";"NAO_IGNORADO";"2026-04-01 00:02:34"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Novo tom de voz 2026.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Novo tom de voz 2026.md";".md";"5874";"0,006";"NAO_IGNORADO";"2026-03-16 17:10:03"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Oficina VITRINE QUE VENDE.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Oficina VITRINE QUE VENDE.md";".md";"7409";"0,007";"NAO_IGNORADO";"2025-11-21 15:30:40"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Papelada transcrita.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Papelada transcrita.md";".md";"420";"0";"NAO_IGNORADO";"2025-11-11 11:38:42"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Para pedir idéias.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Para pedir idéias.md";".md";"251";"0";"NAO_IGNORADO";"2025-12-15 17:27:40"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pasta de Idéias da VIVI.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pasta de Idéias da VIVI.md";".md";"8099";"0,008";"NAO_IGNORADO";"2026-03-16 17:10:02"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido de criativo de adiamento do projeto sorriso verdadeiro.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido de criativo de adiamento do projeto sorriso verdadeiro.md";".md";"1680";"0,002";"NAO_IGNORADO";"2025-12-12 16:11:29"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido do Raphael de Projeto Lovable.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido do Raphael de Projeto Lovable.md";".md";"1382";"0,001";"NAO_IGNORADO";"2026-03-31 23:40:02"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido José Carlos para aumentar seguidores.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Pedido José Carlos para aumentar seguidores.md";".md";"992";"0,001";"NAO_IGNORADO";"2026-03-27 15:27:21"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Picanha dos depoimentos do Fórum de IA.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Picanha dos depoimentos do Fórum de IA.md";".md";"11735";"0,011";"NAO_IGNORADO";"2025-11-16 19:47:25"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Playbook de Releases.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Playbook de Releases.md";".md";"4904";"0,005";"NAO_IGNORADO";"2025-11-21 16:28:48"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Playbook Engenharia de Prompt.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Playbook Engenharia de Prompt.md";".md";"7434";"0,007";"NAO_IGNORADO";"2026-03-15 03:14:30"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Preciso resolver na segunda dia 230326.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Preciso resolver na segunda dia 230326.md";".md";"642";"0,001";"NAO_IGNORADO";"2026-03-25 15:04:46"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Principais ações da Gestão (6 primeiros meses).md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Principais ações da Gestão (6 primeiros meses).md";".md";"2367";"0,002";"NAO_IGNORADO";"2025-12-16 10:57:29"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt da Vivi para escrever matéria jornalística.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt da Vivi para escrever matéria jornalística.md";".md";"337";"0";"NAO_IGNORADO";"2025-12-16 16:09:43"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt para criar changelog.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt para criar changelog.md";".md";"1224";"0,001";"NAO_IGNORADO";"2026-04-04 03:27:02"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt para Projeto Lovable em Branco.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Prompt para Projeto Lovable em Branco.md";".md";"889";"0,001";"NAO_IGNORADO";"2026-03-31 17:07:05"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\PROMPT RELEASE.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\PROMPT RELEASE.md";".md";"298";"0";"NAO_IGNORADO";"2025-11-21 17:20:13"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Release - Pós Workshop NR-01 na prática.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Release - Pós Workshop NR-01 na prática.md";".md";"103";"0";"NAO_IGNORADO";"2026-02-12 08:53:19"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Release Fórum de IA.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Release Fórum de IA.md";".md";"3823";"0,004";"NAO_IGNORADO";"2025-12-08 17:39:11"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Releaser.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Releaser.md";".md";"4992";"0,005";"NAO_IGNORADO";"2026-02-09 16:26:13"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Responsabilidades do Social Media ACIRV - Com comentários.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Responsabilidades do Social Media ACIRV - Com comentários.md";".md";"73993";"0,071";"NAO_IGNORADO";"2025-11-18 09:27:56"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Responsabilidades do Social Media da ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Responsabilidades do Social Media da ACIRV.md";".md";"8264";"0,008";"NAO_IGNORADO";"2025-11-11 16:25:13"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\RESUMO EXECUTIVO - ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\RESUMO EXECUTIVO - ACIRV.md";".md";"4541";"0,004";"NAO_IGNORADO";"2026-03-18 13:43:08"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Resumo Executivo da Campanha de Indicação ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Resumo Executivo da Campanha de Indicação ACIRV.md";".md";"1746";"0,002";"NAO_IGNORADO";"2026-02-06 16:29:47"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\RETROSPECTIVA 2026.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\RETROSPECTIVA 2026.md";".md";"224";"0";"NAO_IGNORADO";"2026-01-21 12:04:28"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roadmap - Da ideia até o primeiro prompt lovable.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roadmap - Da ideia até o primeiro prompt lovable.md";".md";"5501";"0,005";"NAO_IGNORADO";"2026-04-01 00:05:05"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro de Cerimonial - Seminário Multiplicadores de Sucesso.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro de Cerimonial - Seminário Multiplicadores de Sucesso.md";".md";"4887";"0,005";"NAO_IGNORADO";"2026-02-09 17:48:11"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro de Cerimonial - Workshop NR-01 na Prática.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro de Cerimonial - Workshop NR-01 na Prática.md";".md";"4030";"0,004";"NAO_IGNORADO";"2026-02-12 08:56:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro do Social Media - Cerimônia de Posse ACIRV Mulher - V1.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro do Social Media - Cerimônia de Posse ACIRV Mulher - V1.md";".md";"5042";"0,005";"NAO_IGNORADO";"2026-02-24 19:20:02"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro do Social Media - Cerimônia de Posse ACIRV Mulher - V2.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Roteiro do Social Media - Cerimônia de Posse ACIRV Mulher - V2.md";".md";"6473";"0,006";"NAO_IGNORADO";"2026-02-24 19:30:10"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sistema de comunicação ativa e segmentada para a ACIRV.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sistema de comunicação ativa e segmentada para a ACIRV.md";".md";"4164";"0,004";"NAO_IGNORADO";"2026-04-02 10:18:14"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre assessoria de imprensa.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre assessoria de imprensa.md";".md";"1080";"0,001";"NAO_IGNORADO";"2025-12-04 16:19:53"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre cabeçalho obrigatório dos cartões do Trello.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre cabeçalho obrigatório dos cartões do Trello.md";".md";"233";"0";"NAO_IGNORADO";"2025-12-01 10:32:09"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre Certificado Digital.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre Certificado Digital.md";".md";"2398";"0,002";"NAO_IGNORADO";"2025-12-17 10:28:32"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre o Happy Hour do dia da mulher.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sobre o Happy Hour do dia da mulher.md";".md";"753";"0,001";"NAO_IGNORADO";"2026-03-03 18:35:27"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sonhos de consumo.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sonhos de consumo.md";".md";"1203";"0,001";"NAO_IGNORADO";"2026-03-04 09:52:12"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sorriso Verdadeiro.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sorriso Verdadeiro.md";".md";"12508";"0,012";"NAO_IGNORADO";"2025-12-02 09:38:17"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sugestões da vivi para acelerar campanha indicou ganhou.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Sugestões da vivi para acelerar campanha indicou ganhou.md";".md";"894";"0,001";"NAO_IGNORADO";"2026-04-02 10:00:17"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tamanhos rebranding comunicação interna.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tamanhos rebranding comunicação interna.md";".md";"247";"0";"NAO_IGNORADO";"2026-02-02 09:24:16"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\TAREFAS.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\TAREFAS.md";".md";"1557";"0,001";"NAO_IGNORADO";"2026-03-06 09:40:48"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tom de voz 2026 da ACIRV - V3.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tom de voz 2026 da ACIRV - V3.md";".md";"13785";"0,013";"NAO_IGNORADO";"2026-03-26 17:57:16"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tom de voz ACIRV - V4.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Tom de voz ACIRV - V4.md";".md";"13589";"0,013";"NAO_IGNORADO";"2026-04-01 13:45:22"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"13-Documentos-Institucionais";"13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Um estudo de Lara Dutra.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\13-Documentos-Institucionais\KEVYN-DADOS-ACIRV\Notas\Um estudo de Lara Dutra.md";".md";"331";"0";"NAO_IGNORADO";"2026-02-10 17:25:08"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"90-AI-Friendly-Pendente";"90-AI-Friendly-Pendente\_LEIA-ME.md";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\_LEIA-ME.md";".md";"798";"0,001";"NAO_IGNORADO";"2026-09-22 21:22:17"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"90-AI-Friendly-Pendente";"90-AI-Friendly-Pendente\01-Instagram\BACKUP-VAIO\Fotos\ACIRV (@acirvoficial) • Fotos e vídeos do Instagram.html";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\01-Instagram\BACKUP-VAIO\Fotos\ACIRV (@acirvoficial) • Fotos e vídeos do Instagram.html";".html";"2831039";"2,7";"NAO_IGNORADO";"2023-07-28 08:25:08"
"HD-ACIRV - importacao selecionada 2026-09-22";"importacao_selecionada";"90-AI-Friendly-Pendente";"90-AI-Friendly-Pendente\01-Instagram\BACKUP-VAIO\Fotos\ACIRV (@acirvoficial) • Fotos e vídeos do Instagram_files\saved_resource.html";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\HD-ACIRV\90-AI-Friendly-Pendente\01-Instagram\BACKUP-VAIO\Fotos\ACIRV (@acirvoficial) • Fotos e vídeos do Instagram_files\saved_resource.html";".html";"279033";"0,266";"NAO_IGNORADO";"2023-07-28 08:25:08"
