source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
152;2025-06-27T09:15:17-03:00;17930033556064826;"DIRETORES RAPHAEL VALONGO E GUSTAVO LACERDA REPRESENTAM ACIRV EM EVENTO DA ASSOCIAÇÃO DOS ENGENHEIROS CIVIS DE RIO VERDE

Recém fundada, a Associação dos Engenheiros Civis de Rio Verde já começa sua trajetória com ações de grande relevância para a categoria, como essa palestra sobre o uso da Inteligência Artificial (IA) na engenharia civil. A AECRV tem como presidente o engenheiro Cássio Horbilon.

Representaram a ACIRV no evento vice-presidente de Micro e Pequena Empresa, Raphael Valongo e o Diretor Gustavo Ribeiro Lacerda.

A AECRV

A Associação dos Engenheiros Civis de Rio Verde - AECRV foi fundada com o objetivo de fortalecer a classe dos profissionais de Engenharia Civil de Rio Verde e região, promovendo capacitação técnica, palestras e criar parcerias, visando principalmente a melhoria da engenharia local.

(Na foto, da esquerda para a direita: Raphael, Gustavo e o engenheiro Marquinhos)";1022;948;32;2;0;0;2;1;;34;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
153;2025-06-27T08:02:36-03:00;18049758899526412;"EM ASSEMBLEIA DA FACIEG, PRESIDENTE EDUARDO LOBO ENALTECE O PAPEL DA FEDERAÇÃO NO APOIO À CLASSE EMPRESARIAL DO ESTADO 

Promovida pela Federação das Associações Comerciais, Industriais, Empresariais e Agropecuárias do Estado de Goiás (FACIEG) e realizada no auditório do Sebrae, em Goiânia, a segunda Assembleia da Rede em 2025 reuniu mais de 60 associações comerciais de todas as regiões do estado. Evento demonstrou, mais uma vez, a força, o poder de mobilização e a capilaridade da FACIEG.

Representaram a ACIRV na Assembleia, o presidente Eduardo Lobo, que também é vice-presidente da FACIEG e o próximo gestor da Associação, José Carlos Cintra, que enalteceram a força e o poder de representatividade da Federação. 

“Nós, como dirigentes de Associação, sabemos a importância que é termos o apoio da FACIEG, tanto em nossas iniciativas, como também no fortalecimento e aprimoramento dos serviços aos nossos associados. Parabéns ao presidente Márcio Luiz, aos demais diretores e aos colaboradores pela preocupação em ajudar e por essa aproximação que tanto tem beneficiado às nossas Associações”, frisou Eduardo Lobo. 

Durante a Assembleia, foram debatidos diversos assuntos de interesse das Associações, como a programação de eventos para o ano de 2025 e a ampliação da rede de benefícios oferecida pela FACIEG aos associados.";803;751;32;0;0;1;0;0;;33;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
154;2025-06-26T15:14:07-03:00;18000394148792131;"NOSSOS SINCEROS AGRADECIMENTOS AO MÁRIO DUARTE NETO e ao seu Jornal “Nosso Bairro, Nossa Cidade”, que estampou na capa da última edição de seu periódico uma manchete destacando pontos importantes da Gestão comandada pelo presidente Eduardo Lobo, e que colocou a ACIRV em destaque em Goiás e até no País. MUITO OBRIGADO MÁRIO NETO E AO ""NOSSO BAIRRO, NOSSA CIDADE""! 🙌👏✨";466;431;12;2;0;1;0;0;;15;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
155;2025-06-23T10:08:41-03:00;18080142919842465;QUER VER SUA EMPRESA DESLANCHAR E GERAR OS RESULTADOS QUE VOCÊ DESEJA? Então fale agora com o Luiz Henrique Albuquerque, aqui ao lado da nossa Rakilândia Medeiros. O Luiz é proprietário da i9 AGENCY MARKETING, uma agência de Marketing Digital, que atua com foco em resultados reais, criatividade e estratégia. A i9 oferece soluções completas, como Criação de conteúdo, gestão de redes sociais, consultoria em marketing, tráfego pago, SEO e tudo o que sua empresa precisa para crescer no marketing digital. Com uma equipe especializada em diversas áreas do marketing, a agência se destaca por sua proximidade com o cliente e por criar estratégias personalizadas que conectam marcas e pessoas. Quer saber mais? O fone é o 64 99294-9999, Site www.i9agencymarketing.com - Instagram: @i9agencymarketing.  PARABÉNS E SEJA MUITO BEM-VINDA À ACIRV, i9 AGENCY MARKETING! 👏👏;804;726;38;2;0;0;7;3;;40;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
156;2025-06-18T09:47:38-03:00;17922384140985023;SABE AQUELE DESEJO DE DAR UMA NOVA VIDA AOS SEUS AMBIENTES? A resposta pode estar nas cores certas! E agora, com a chegada da nossa nova associada, a IMPÉRIO TINTAS, ficou ainda mais fácil transformar seus ambientes, trazendo modernidade, aconchego e personalidade para cada espaço. “Mais do que vender tintas, nosso foco é oferecer soluções completas em cores, proteção e beleza, garantindo resultados duradouros e visualmente marcantes”, explica o empresário Maurício Ebeling, ao lado da nossa Rakilândia Medeiros e de seu sócio, Neivo Sumny. Confiança, qualidade e um atendimento de excelência fizeram da IMPÉRIO TINTAS uma marca reconhecida e respeitada em toda a região. A loja fica na Rua 119, Qd. 18, Lt. 1-A, Jardim Presidente, próximo à Rodoviária e à Havan. Contato: (64) 9 9208-8275. 👉 Instagram: @imperiotintasrv PARABÉNS E SEJA MUITO BEM-VINDA À ACIRV, IMPÉRIO TINTAS! 👏👏;1613;1392;54;0;2;0;3;1;;56;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
157;2025-06-17T11:46:52-03:00;18131171554382485;ESTÁ PRECISANDO DE UMA ASSESSORIA JURÍDICA ESPECIALIZADA? HORA então de falar com a nossa nova Associada, a MICHALCZYK ADVOCACIA, que conta com os advogados Lúcia Michalczyk (aqui ao lado da nossa Rakilândia Medeiros) e João Michalczyk. A MICHALCZYK ADVOCACIA destaca-se pela expertise jurídica, atendimento humanizado e soluções estratégicas para defender seus direitos. Atua nas áreas Trabalhista, Previdenciária, Causas Cíveis-Inventários, Divórcios, Dissolução e ou Reconhecimento de União Estável, Alimentos e Guarda, Cobranças, Contratos e Consultorias. Sempre, com um olhar atento às necessidades individuais de cada cliente. Quer saber mais? O escritório da MICHALCZYK ADVOCACIA fica na Rua 01, Qd 02, Lt 11, Vila Verde. Fones 64 984147376 e o 64 984147375. PARABÉNS, E SEJA BEM-VINDA À ACIRV, MICHALCZYK ADVOCACIA!!! 👏👏;820;747;29;1;1;0;0;0;;31;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
158;2025-06-12T12:40:55-03:00;18105843256463157;;381;369;6;0;2;0;2;0;;8;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
159;2025-06-11T13:11:21-03:00;18095292547521886;"VICE-PRESIDENTE JOSÉ CARLOS CINTRA REPRESENTA ACIRV EM HOMENAGEM DA FIEG, SESI E SENAI AO RIO-VERDENSE ANTONIO DE SOUZA ALMEIDA

A homenagem aconteceu na tarde desta terça-feira (10). A unidade, recém-ampliada com investimento de R$ 30 milhões, a partir de agora passa a levar o nome do saudoso empresário rio-verdense, que se destacou pelo compromisso com a responsabilidade social em Goiás, especialmente à frente do Conselho Temático de Responsabilidade Social (Cores) da FIEG.

A Escola Sesi de Rio Verde passa agora a se chamar “ANTONIO DE SOUZA ALMEIDA”. 

A solenidade contou com a presença da viúva do homenageado, Uilma Rodrigues Almeida, dos filhos Leandro Rodrigues Almeida e Dennia Almeida e diversas lideranças locais. 

Durante a cerimônia, o presidente da FIEG, André Rocha destacou o legado do empresário: ""É visível que Antônio deixou marcas profundas em Rio Verde e em Goiás, como um homem honrado, que gerou trabalho, renda e oportunidades. É uma honra para a FIEG reconhecer esse legado e associá-lo a uma das melhores escolas do nosso estado"", afirmou.

Representando a ACIRV, José Carlos Cintra elogiou a Federação pela iniciativa: “A FIEG está de parabéns pela homenagem. O Antônio foi um empresário visionário, que contribuiu muito com o desenvolvimento do nosso estado e que agora tem seu nome registrado para sempre na história de Rio Verde e Goiás”.

(Na foto: José Carlos Cintra, Ângelo Landim, André Rocha, Evaristo Baraúna e Eitor).";2840;2719;57;0;1;3;7;4;;61;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
160;2025-06-10T16:02:42-03:00;18058041515219851;"🔹 ATENÇÃO!!! Estão abertas as inscrições para o 2º Congresso Regional da Mulher Empreendedora.

Nos dias 24 e 25 de junho, o evento reunirá palestras, mesas-redondas e lideranças femininas de destaque, promovendo troca de experiências, fortalecimento de redes e incentivo ao empreendedorismo feminino no sudoeste goiano.

📌 As inscrições para as atividades e toda programação estão disponíveis no link na bio do perfil @acirvmulher. Garanta sua vaga e participe desse movimento de transformação. 
 Link para inscrição: 

https://drive.google.com/file/d/1LR0JjEEhH5P5wxZaITrWdSMpzChuA7yk/view";621;465;12;0;1;0;1;0;;13;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
161;2025-06-10T10:44:43-03:00;17936379846018042;AINDA NÃO FEZ SEU CERTIFICADO DIGITAL??? ENTÃO CORRA! Na ACIRV você conta com toda segurança e suporte, tanto PRESENCIAL como ON-LINE, e com DESCONTOS PRA LÁ DE ESPECIAIS para nossos Associados! Fale agora mesmo com a NAIARA CANOSSA no 64–99233 2708 ou pelo Zap 64 - 3620 0199 e garanta já o seu. CERTIFICADO DIGITAL, É NA ACIRV!!! 😃👏👊;369;308;1;0;0;0;1;0;1;1;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
162;2025-06-09T11:49:34-03:00;;;3565;2800;51;3;22;0;4;6;;76;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
163;2025-06-09T08:44:23-03:00;18125978095454045;"""PACTO GOIANO PELO FIM DA VIOLÊNCIA CONTRA A MULHER"" - A Diretora de Assuntos Institucionais da ACIRV, Suely Turra Molero, tem participado ativamente das reuniões e ações do Pacto, representando a Associação em eventos e debates sobre o tema.

Na última reunião, realizada no Centro de Convivência e Apoio ao Idoso de Rio Verde (Conviver), Suely Turra ratificou mais uma vez a disposição da ACIRV para contribuir com o referido Pacto, o qual visa garantir o atendimento às mulheres que sofrem com situações de violência.

Para tanto, a entidade oferece todo apoio para a entrada ou retorno delas ao mercado de trabalho por meio do Emprega ACIRV, oferece cursos de qualificação e também espaço para a realização de palestras, dentre outras iniciativas, colaborando assim para a construção de uma sociedade mais justa e igualitária para as mulheres.";825;709;16;0;0;1;2;1;;17;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
164;2025-06-06T10:32:33-03:00;18011395739570567;"EM ENTREVISTA À TV SUCESSO / BAND RIO VERDE, o atual presidente da ACIRV, Eduardo Lobo, juntamente com o próximo presidente, José Carlos Cintra, falaram sobre essa mudança que acontecerá na direção da Associação a partir do dia 27 de junho. 

Na entrevista, Eduardo Lobo destacou várias iniciativas de sua gestão, como o Café Entre Amigos, que possibilita a conexão entre os empresários associados, a criação dos núcleos ACIRV Mulher, Emprega ACIRV, Câmara Setorial de Saúde e o CONECTA ACIRV, dentre outras.

Espaço também para o próximo presidente, José Carlos Cintra, discorrer sobre suas ideias para incrementar as atividades da Associação, aproximando-a ainda mais da classe empresarial, contribuindo assim para o desenvolvimento econômico e social, tanto dos empresários, como também do município de Rio Verde.

Lá, foram recebidos pela vice-presidente da TV Sucesso Band, Ester Rocha, que também é Diretora da ACIRV. ✨✈️🛩️";580;556;22;0;0;0;1;0;;22;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
165;2025-06-06T09:00:38-03:00;18031924079413212;"EM VISITA À TV ANHANGUERA, o próximo presidente da ACIRV, José Carlos Cintra buscou ratificar a parceria da entidade com a tradicional emissora de TV de Rio Verde, a qual muito tem ajudado na divulgação das ações da Associação. 

Conforme explicou, a ideia é fortalecer essa ligação com todos os meios de comunicação locais, como rádios, Tvs, jornais e demais órgãos de imprensa. 

Lá, José Carlos Cintra, que assumirá a presidência da ACIRV em 27 de junho próximo, foi recebido pelo Gerente da Regional de Rio Verde, Jéferson Prospero, pelo Gerente de Jornalismo, Taffareu Tarcísio e pelos executivos comerciais Marco e Kamila Muniz. VEM MAIS COISA BOA POR AÍ!! ✨✨ 🚀🌟";645;620;26;0;8;0;5;0;;34;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
166;2025-06-04T08:23:21-03:00;17873172438264374;ATENÇÃO: Amanhã, 05 de junho teremos a Assembleia Geral Ordinária da ACIRV. Após, teremos a palestra “QUAIS SÃO OS INIMIGOS DA NOSSA FELICIDADE?”, com o conferencista JÚLIO CÉSAR, um dos10 melhores palestrantes do Brasil. Teremos também um delicioso café da manhã por nossa conta. MAS ATENÇÃO!!! As vagas são limitadas! Confirme já sua presença no http://doity.com.br/assembleia-acirv-e-palestra-. Mais informações: 64 3620 0199. ✨✨ 🚀🌟;798;675;8;0;3;0;0;0;;11;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
167;2025-06-03T13:22:54-03:00;18060622181337081;APRESENTAMOS O PROJETO PILOTO da plataforma de Recrutamento e Seleção, desenvolvido em parceria com a MULT PROFISSÕES, com o objetivo de oferecer às empresas associadas da ACIRV uma solução inovadora, eficiente e personalizada para Recrutamento e Seleção de pessoal. Mais informações e Inscrição: 64 99292 2633. PARTICIPE!;1229;940;19;0;11;3;5;1;1;33;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
168;2025-06-02T08:44:22-03:00;18042380927549761;E AÍ, VOCÊ TAMBÉM GOSTA DAS “COISAS” DO SUL E NÃO SABE ONDE ENCONTRAR?? NÃO se preocupe! Com a chegada do nosso novo Associado, o EMPÓRIO TCHÊ RIO VERDE, você vai poder degustar os melhores salames, geleias, chocolates e vinhos da serra gaúcha. Vai encontrar também àquela erva fresquinha e tudo o mais para o seu chimarrão, ou aquele fantástico queijo colonial, direto de Treze Tílias! Quem garante é a sócia proprietária do EMPÓRIO, a Fabiane Martins (aqui ao lado da nossa Rakilândia Medeiros), que destaca: “O EMPÓRIO TCHÊ nasceu para trazer um pouquinho do Sul para a nossa Rio Verde”. O EMPÓRIO trabalha também com as mais belas cestas corporativas ou para presentear quem você estima. A loja fica no Setor Morada do Sol e o whatsapp é o 64 992776117. Confere lá! https://www.instagram.com/emporiotcherv/. PARABÉNS, E SEJA BEM-VINDO A À ACIRV, EMPÓRIO TCHÊ RIO VERDE!!! 👏👏;1615;1412;49;13;1;0;1;2;;63;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
169;2025-05-30T13:15:19-03:00;18065714954012504;ATENÇÃO: Dia 05 de junho teremos a Assembleia Geral Ordinária da Associação Comercial, Industrial e Serviços de Rio Verde (ACIRV). Logo após, teremos a apresentação da palestra “QUAIS SÃO OS INIMIGOS DA NOSSA FELICIDADE?”, com o Instrutor e conferencista JÚLIO CÉSAR, considerado, hoje, um dos10 melhores palestrantes do Brasil. Teremos também um delicioso café da manhã por nossa conta. MAS ATENÇÃO!!! As vagas são limitadas! Confirme já sua presença no http://doity.com.br/assembleia-acirv-e-palestra-. Mais informações: 64 3620 0199. ✨✨ 🚀🌟;1437;975;24;0;44;1;5;3;;69;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
170;2025-05-28T17:00:00-03:00;;;4028;3067;64;52;27;0;33;2;4;143;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
171;2025-05-27T10:21:18-03:00;18116008774470729;"E AÍ, QUER INCREMENTAR SEU EVENTO OU GARANTIR O MELHOR LANCHE para seus colaboradores? ENTÃO fale agora mesmo com a nossa nova Associada, a SANTOS & CIA. Proprietária da empresa, a Eliane Santos da Silva Arruda (aqui ao lado da nossa Rakilândia Medeiros), explica que a SANTOS & CIA é uma fábrica de panificação, de quitandas e salgados, a qual trabalha com a venda de produtos para coffee break e lanches para empresas e eventos. “Todos nossos produtos são artesanais e com a melhor qualidade para atender nossos clientes”, destaca Eliane. Só lembrando: a SANTOS & CIA trabalha apenas com revendas e encomendas programadas. Gostou? https://www.instagram.com/santos_ecia/ 
O fone para contato é o 64 981792850. PARABÉNS, E SEJA BEM-VINDA À ACIRV, SANTOS & CIA.!!! 👏👏";1027;883;61;8;0;0;5;2;;69;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
172;2025-05-27T08:02:57-03:00;17872430007261168;"📢 Atenção, empresário de Rio Verde!
O Grupo Acelerador e Marcus Marques estão trazendo o Workshop Acelere sua
Empresa pela primeira vez em Rio Verde – *e nós garantimos 20% de desconto
para associados ACIRV.*
Esse evento é focado em empresários com mais de 10 colaboradores que querem:
✅ Aumentar o faturamento
✅ Melhorar a performance do time
✅ Desenvolver a postura de dono na equipe
✅ Fazer networking com empresários da região
📍 Se você quer fazer parte dessa transformação, garanta agora sua vaga com 20% OFF:
Faça sua inscrição no https://link.aceleradorempresarial.com.br/jvw";522;479;12;0;0;1;0;0;;13;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
173;2025-05-26T15:52:11-03:00;18283591723302061;EDITAL DE CONVOCAÇÃO para a Assembleia Geral Ordinária da Associação Comercial, Industrial e Serviços de Rio Verde (ACIRV), que acontecerá no próximo dia 5 de junho, às 07h30m.;341;313;4;0;0;0;3;0;;4;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
174;2025-05-23T19:36:40-03:00;18060220085152082;A ACIRV vem a público ratificar esta Nota de Repúdio emitida pela Confederação das Associações Comerciais e Empresariais do Brasil (CACB), Confederação da qual fazemos parte.;1563;1460;49;2;3;0;2;0;;54;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
175;2025-05-23T12:58:53-03:00;17968343006903881;"NOTA DE PESAR – ROMEU BELLO

A ACIRV, por meio do Presidente Eduardo Lobo, Diretores e demais colaboradores, manifesta profundo pesar pelo falecimento de Romeu Bello Macedo, ex-presidente que dirigiu a Associação entre 1992 e 1994 e foi um dos homenageados na comemoração dos 40 anos da ACIRV. Aos familiares e amigos, nossos sinceros sentimentos e que Deus possa confortá-los neste momento de dor. O velório será na Pax Rio Verde (Jardim Marconal) e está previsto para começar às 15h30 de hoje.";2543;2379;100;7;4;2;14;1;1;113;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
176;2025-05-21T15:52:55-03:00;18357913615199202;É AMANHÃ, QUINTA FEIRA!!! NOSSO CAFÉ ENTRE AMIGOS terá a palestra “QUANDO A CULTURA ENCONTRA A DIVERSIDADE DE GERAÇÕES”, com o CEO e Founder da Simple Agro Corporation, Luiz Eduardo Bueno Borges e também a posse das primeiras Diretorias do CONSELHO EMPREGA ACIRV e da CÂMARA SETORIAL DE SAÚDE. NÃO PERCA!!! ✨🚀✨;566;521;15;0;2;1;3;0;;18;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
177;2025-05-21T15:34:03-03:00;18039037958630683;ESTÁ PRECISANDO TRAZER UM POUCO DE LEVEZA para os seus dias? Então venha conhecer o PASINI WINE BAR, que oferece um espaço aconchegante e climatizado, ideal para vivenciar momentos de lazer, interação e confraternização, regados a vinho, alta gastronomia e conhecimento. Quem garante é a proprietária, Eliane Pasini (aqui ao lado da nossa Rakilândia Medeiros), idealizadora e sommelier do 1° bar de vinhos da nossa cidade. “Nossa missão é trazer conhecimentos gerais sobre o mundo dos vinhos e tornar a bebida acessível a um maior número de pessoas”, diz Eliane. O PASINI WINE BAR está localizado na Rua Abel Pereira de Castro, 880, centro. O fone é o 64 99249-5117. PARABÉNS, E SEJA BEM-VINDO À ACIRV, PASINI WINE BAR!!! 👏👏;1209;1054;52;7;0;0;0;0;;59;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
178;2025-05-20T09:42:38-03:00;18112960777494365;"NA ACIRV, CONSELHO FISCAL SE REÚNE PARA ANALISAR DADOS FISCAIS DA ASSOCIAÇÃO REFERENTES AO ANO DE 2024 

A reunião, conduzida pelo presidente Eduardo Lobo e realizada na manhã desta terça-feira (20), faz parte do trabalho que é realizado pelo Conselho Fiscal da entidade. 

Conforme o presidente, depois de analisados pelos representantes do Conselho, os dados serão apresentados aos associados na Assembleia Geral Ordinária, programada para acontecer no próximo dia 5 de junho. 

Presentes na reunião, Ana Rosa Bueno, representante da empresa Nectar Contabilidade, (responsável pelo gerenciamento contábil da entidade); o Diretor Financeiro da ACIRV, Diego Modulo Ribeiro e os conselheiros fiscais Sidenilso Filgueira e Walter Venâncio Guimarães.";558;471;7;0;0;2;0;0;;9;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
179;2025-05-19T13:38:13-03:00;17976340031707558;;805;751;15;0;9;3;10;3;;27;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
180;2025-05-19T08:07:29-03:00;18160931245359878;AQUI NA ACIRV, COMEÇAMOS A SEMANA JÁ AGRADECENDO AO NOSSO AMIGO JESUS CATARINO pelo apoio que o seu Jornal da Cidade tem dado à nossa Associação. Nesta edição, o Jornal estampou em suas páginas a inauguração da reforma e modernização da Câmara de Arbitragem e Mediação da ACIRV, onde, além de troca de móveis e pintura, foi implementado o processo digital, com todos os documentos da CAM sendo digitalizados. Hoje, a CAM é 100% digital. BRIGADUUU JORNAL FOLHA DA CIDADE! 🌟🚀🚀;361;344;10;0;1;0;0;0;;11;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
181;2025-05-16T09:04:08-03:00;18278211481269801;"NOTA DE PESAR – MEIRELUZ RIBEIRO LANDIM 

A Associação Comercial, Industrial e Serviços de Rio Verde (ACIRV), por meio de seu Presidente Eduardo Lobo, Diretores e demais colaboradores, vem a público manifestar profundo pesar pelo falecimento da Senhora Meireluz Ribeiro Landim, mãe do ex-presidente da ACIRV e do CODERV, Angelo Thomaz Landim Júnior, ocorrido neste dia 15 de maio. Aos familiares e amigos, nossos sinceros sentimentos e que Deus possa confortá-los neste momento de tamanha dor.
O corpo está sendo velado na Capela Veneza (R. Wolney da C. Martins, 75, Res. Veneza).";1785;1698;41;4;4;1;7;0;;50;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
182;2025-05-14T09:30:05-03:00;18053471942338124;AINDA NÃO GARANTIU SUA PRESENÇA NO NOSSO CAFÉ ENTRE AMIGOS DE MAIO?? É muito fácil, basta preencher seus dados no link https://doity.com.br/palestra-liderar-sem-manual e sua presença já estará confirmada. Além do tradicional networking, você poderá aperfeiçoar seus conhecimentos com a palestra de um dos grandes empresários de Goiás, o CEO e Founder da Simple Agro Corporation, Luiz Eduardo Bueno Borges. NÃO FIQUE DE FORA!! Dia 22 de maio, às 07h30, na ACIRV. ✨🚀✨;2211;1337;42;2;5;4;3;2;1;53;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
